smiles,value
*Nc1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,3.3019
*OC1CCCCC1OC(*)=O,6.5485
*Nc1ccc(*)cc1S(=O)(=O)O,3.1216
*C(=O)C(O)c1ccc(*)s1,3.56
*CC(COCCOCCOC)O*,5.1377
*CCCCCCCCc1nc2cc3sc(*)nc3cc2s1,4.3432
*OC(=O)OCCOCCOCCOC(=O)OC1COC2C(*)COC12,6.1949
*CCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,4.6774
*Nc1ccc(*)cc1F,3.8203
*C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)n1,3.1626
*CCOC(=O)CCCCCCCCC(=O)O*,6.9145
*c1nc(Oc2ccccc2)nc(N(*)c2ccccc2)n1,4.5972
*C(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3C(=S)*,1.4704
*CCN(CCOC(=O)c1cccc(C(=O)O*)c1)c1ccc(N=Nc2ccc(-c3nc4ccc(*(=O)*)cc4n3CC)cc2)cc1,2.5182
*CC(*)CO,5.9849
*CNCC(=O)*,4.7857
c1(*)ccc(cc1(O))c2cccc(*)c2(O),4.8746
C(*)C(*)(C1=CC(C)=CC=C1),5.0185
*NC(=O)C(S1)=CC=C1O*,4.1962
*C=Cc1ccc(*)c(OC)c1,1.7776
*c1ccc(C(c2ccccc2)(c2ccc(-c3nc4ccc(-c5ccc6nc(*)oc6c5)cc4o3)cc2)C(F)(F)F)cc1,3.409
*C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3*,3.3512
*C=Cc1ccc(-c2ccc(C=Cc3cc(*)ncn3)cc2)cc1,2.7449
*c1cc(C(=O)CC)c(*)*1,2.9235
*OC(=O)OCCOCCOC(=O)OC1COC2C(*)COC12,6.7043
*OP(=O)(Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,4.5217
*c1ccc(-c2ccc(-c3cnc4cc(Oc5ccc6nc(*)cnc6c5)ccc4n3)cc2)cc1,3.0166
*C#CC(=C(*)c1cnc2ccccc2c1)c1cnc2ccccc2c1,0.7215
*NC(C(*)=O)C(C)C,5.2958
*CCCCCCNC(=O)CCc1ccc(C(C)CC(=O)N*)cc1,5.5318
*Oc1ccc(C(=O)OCCCOC(=O)c2ccc(*)cc2)cc1,4.4089
*CC(C)(C)C(=O)O*,6.7827
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,4.465
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3cc(N(C)C)ccc3-c3ccc(*(=O)*)cc32)cc1,2.6085
*CCCCOC(=O)C(OC)C(OC)C(=O)O*,5.8998
*OC(C)CCOC(=O)CCCCCC(*)=O,6.5532
*Oc1c(F)c(F)c(S(=O)(=O)c2c(F)c(F)c(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(F)c2F)c(F)c1F,3.4387
*CC(=O)OC(=O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,4.2143
*CC(O)CN(*)c1cc(C)c(N=Nc2ccc(Cl)cc2)c(C)c1,2.7562
*CCCCCCCCCNC(=O)NCCCCCCNC(=O)N*,5.2509
*CCCCCCCOc1ccc(OCc2ccc(COc3ccc(O*)cc3)cc2)cc1,4.366
*N=P(*)(OCCC)OCCCCC,5.0469
*Oc1cccc(C(*)=O)c1,4.5975
*CCCCCCCCOC(=O)O*,7.1538
*N=Nc1ccc(NC(=O)CCC(=O)Nc2ccc(*)cc2)cc1,2.9548
*Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)CC6CCC5C6)cc4)cc3)cc(C(C)(C)C)c2)cc1,3.6681
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(=O)O*)c1,4.8608
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)c1)C2=O,2.9024
*N1CC(O)=C(C2C(=O)C3=C(C2=O)C(C)(F)N3*)C1=O,3.4658
*CC(C)(C)COC(=O)Cc1ccc(C(=O)O*)cc1,4.5496
*OS(=O)(=O)c1cc(C)c(*)c(C)c1,4.3607
*CC(C)(COC(=O)NCCCCCCNC(=O)O*)CN(C)C,5.093
*NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C(*)=O)C(C)C,5.4597
*c1sc(*)c2ccccc12,1.2499
*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc6nc(*)c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,3.2
*C(=O)OC1CCC(OC(=O)N2CCN(*)CC2)CC1,5.8826
*c1ccc(-c2cnc3ccc(-c4ccc5ncc(*)nc5c4)cc3n2)cc1,3.3175
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1C,4.7674
*NNC(=O)CCCCC(*)=O,5.6178
*CCCCCCCCCCCCNC(=O)CC(=O)N*,5.9823
*CCCP(C)(=O)CCCNC(=O)CCCCCCCCC(=O)N*,5.8002
*CCCCCNC(=O)CC(=O)N*,5.6519
*CCCC(S1)=CC=C1*,4.7653
*Oc1cccc(Oc2ccc3c(=O)n4c5cc(Oc6ccc7c(c6)nc6c8ccc(*)c9cccc(c(=O)n76)c98)ccc5nc4c4cccc2c34)c1,2.5225
*Oc1cc(CCCCCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,4.3966
*c1cccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)c1,3.3721
*CCCCCS*,4.8974
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(CC(*)=O)cc3)cc2)cc1,4.0652
*c1ccc2c(c1)nc1c3cc4c(=O)n5c6cc(*)ccc6nc5c4cc3c(=O)n21,2.1402
*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)c(N)cc1N,2.9415
*Oc1cccc2c(OC3(F)C(*)(F)C(F)(F)C3(F)F)cccc12,3.8599
*C(=O)Nc1cccc(C=CC(=O)C=Cc2cccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c2)c1,2.9611
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)c(Cl)c2)cc1Cl,4.2119
*CCc1ccc(*)c(Cl)c1Cl,5.2304
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)OC)cc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,3.6664
*c1ccc2c(c1)c1cc(*)ccc1n2CC(=O)NO,3.6799
N(*)CC(C)(C)CC(C)CNC(=O)CCCCC(=O)(*),5.5505
*NCc1cc(C(=O)O)cc(CNc2nc(-c3csc(*)n3)cs2)c1N,3.6822
*CCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,5.4539
*NC(S1)=CC=C1C(S2)=CC=C2C*,3.3199
*C#CC(=C(*)c1ccccc1)c1ccccc1,0.8844
*c1cccc(-c2ccc(-c3ccc(*)s3)s2)n1,3.2272
*CCOCCOCCOC(=O)NCCCCCCNC(=O)O*,6.0302
*NC(S1)=CC=C1C(C=C2)=CC=C2C(=S)*,3.3276
*CCCCCCCCCCC(=O)NCC(=O)N*,6.0074
*CCCCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO*,5.1384
*CC(*)C(=O)NCC(F)(F)C(F)(F)C(F)(F)F,5.6849
*CC(O*)C(F)(F)F,6.435
*c1ccc2c(c1)c1cc(*)ccc1n2CCC(=O)NO,3.6128
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,4.4088
*Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,3.4073
*C=Cc1ccc(*)c2ccc(CCCCCC)cc12,2.4493
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,2.8312
CNC(=O)NCOCO,6.5138
*OC(COC(F)(C(F)(F)F)C(F)(F)F)C(*)COC(F)(C(F)(F)F)C(F)(F)F,6.2936
*OC(C)C(*)=O,5.8576
*CCCCCCCCN1C(=O)CC(C2C=C(C)C3C(=O)N(*)C(=O)C3C2)C1=O,5.4673
*CC(CS(=O)(=O)CCCCC)O*,6.1531
*Oc1ccc(C2(c3ccc(OC(*)=O)c(C)c3)CCCCC2)cc1C,4.5315
*OC1CCC(C2CCC(OC(=O)CCCCCCCCCCC(*)=O)CC2)CC1,6.3608
*C=Cc1cc(CCCCCC)c(*)s1,3.3225
*CCCCCCCCCCCCCCCC(=O)O*,6.7472
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C(C)(C)C)CC2)cc1,2.786
*CCC(C)C(*)C,6.6239
*C1=CC2=NC(*)=CC2=N1,1.3597
*CCCCCCNC(=O)C(O)C(O)C(O)C(O)C(=O)N*,5.6518
*CNOC(=S)*,3.9664
*Oc1ccc(CC(C#N)(Cc2ccc(*)cc2)c2ccccc2)cc1,4.7079
*CC#CC#CCOc1ccc(-c2ccc(O*)cc2)cc1,3.8876
*Cc1ccc(COC(=O)O*)cc1,5.1911
*c1ccc(-c2ccc3*c(-c4nc5cc(*)ccc5*4)nc3c2)cc1,3.3642
*Oc1ccc(SSCCSSc2ccc(*)cc2)cc1,3.8114
*CCCCCCCCCCCCCCC(*)Cl,7.2178
*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCC(=O)O*,5.4322
*Oc1ccc(C(C#N)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,4.9282
*CC(C=C1)=CC=C1C(=S)C(S2)=CC=C2*,2.7729
*CCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,4.852
*C#Cc1ccc(C#Cc2sc(*)c(*(=O)*)c2*(=O)*)cc1,1.9456
*CC(*)N1CCCC1=S,3.9266
*Oc1ccc(C(C)=NCCN=C(C)c2ccc(*)cc2)cc1,4.4147
*CCCOC(=O)C(=O)O*,5.5497
*Cc1ccc(COC(=O)CCC(=O)O*)cc1,5.3869
*CCCCCc1nnc(*)n1N,5.8053
*CNOC(S1)=CC=C1*,4.3792
*CC(*)C(=O)N(O)c1ccc(Cl)cc1,4.0529
*CC(=O)OC(=O)c1ccc(O*)cc1Br,4.5726
*c1ccc2cc(-c3nc4cc5nc(*)*c5cc4*3)ccc2c1,3.1698
*Oc1ccc(C=Nc2ccc(N=Cc3ccc(*)cc3)cc2)cc1,2.9641
*C=Cc1ccc(*)c2sccc12,2.1063
*CC(O*)C(C)(C)C,5.4545
*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(*)c(-c7ccccc7)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,3.0112
*OC(C)COC(=O)C(*)=O,5.229
*CC(*)c1ccc(C(=O)OC)cc1,4.6598
*CC1CC1COC(=O)NCCCCCCNC(=O)O*,5.8683
*c1cc(CC(=O)OCCCCCCCC)c(*)*1,2.9373
*c1*c(*)c2c1CCCCC2,2.9389
*CC#CCOC(=O)NCCCCCCNC(=O)O*,6.1466
*CC1(*)CCCCC1,6.2872
*CC(*)C(=O)Oc1ccc(Cl)cc1,2.7059
*Oc1cc(CCCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,4.3277
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,2.5378
*CCSC(=O)CCCCCCCCC(=O)S*,4.7383
*CC(*)C(=O)OCCOCC1(CC)COC1,5.6568
*OC(F)(C(*)(F)F)C(F)(F)F,8.3828
*CCCO*,6.2461
*CC(CCl)O*,6.4132
*NC(=O)OC(=S)*,3.8392
*c1nc2ccc(-c3ccc4nc(C5CC6(CC(*)C6)C5)oc4c3)cc2o1,3.9983
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,3.1562
*OC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C(*)COC12,5.5417
*CCC1CC(=O)N(*)C(=O)C1,5.8804
*CC(=O)C(S1)=CC=C1C(C=C2)=CC=C2*,3.3483
*Nc1cccc(NC(=O)Cc2cc(CC(*)=O)c(C)cc2C)c1,4.5068
*CC(*)C(=O)NCCc1ccccn1,4.3946
*CCC(C)CC(=O)O*,6.7476
*C=CC(C*)CCC,5.7643
*CC(CO*)(CSCC)CSCC,4.7532
*CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,5.4281
*CCCCCCCCCCCCCCC(=O)O*,6.918
*OC(C)COC(=O)CCCCCCCCC(*)=O,6.9368
*Cc1cccc(CNC(=O)C2=C(C(=O)N*)C3C=CC2C3)c1,3.6899
CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4),5.0844
*CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCO*,6.0
*OCCOC(=O)CCCC(=O)OCCOc1nc(-c2ccc(OC)cc2)nc(*)c1-c1ccc(OC)cc1,3.8299
*CCC(C)(C)CC(C)CNC(=O)c1ccc(C(=O)N*)cc1,4.7589
*OC1CCCCCCC1*,5.5442
*CCOC(=O)NCCNC(=O)O*,6.0764
*CC(CO*)(CS(=O)(=O)CCCC)CS(=O)(=O)CCCC,5.266
*OC(=O)CCCCCCCCCCCCC(*)=O,6.1871
*CC(=O)CC(=O)*,4.1682
*CCCCCOC(=O)CCCCSCCCCC(=O)O*,5.081
*c1ccc2c(c1)c1cc(*)ccc1n2CC,3.4388
*OC(=O)Cc1ccc(CC(*)=O)cc1,5.0188
*c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)cc(*)c1O,3.057
*CC(*)OC(=O)c1ccc(OC)cc1,4.3587
*CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,4.2876
*Nc1c(Br)cc(C(*)=O)cc1Br,3.9265
*CC(S1)=CC=C1C(S2)=CC=C2O*,3.4592
*CCOCCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,5.7476
*NC(CO)C(*)=O,5.3841
*CCCCCOC(=O)NC(=O)C1CC1C(=O)NC(=O)O*,6.0591
*NC(S1)=CC=C1C(=O)O*,3.5126
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(OCCCCCCCC)cc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,2.8168
*CCC(C=C1)=CC=C1C(S2)=CC=C2*,3.6694
*C(C#N)=C(*)c1ccccc1,4.4976
*c1cc(SCCCCCC)c(*)s1,1.5446
*Oc1ccc(OC2(F)C(*)(F)C(F)(F)C2(F)F)cc1,5.2931
*Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(Oc5nc(*)nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1,3.733
*OP(=O)(Oc1ccc(-c2ccc(*)cc2)cc1)OC1CCCCC1,4.3965
*c1ccc(C(C#N)(C(=O)OC)C(*)(C#N)C(=O)OC)cc1,5.345
*CC(*)(C#N)C(=O)OC,6.627
*CC(=C)COCC(=C)COC(=O)O*,5.7357
*CCCCCCC(Cl)C(*)Cl,6.8597
*CCNC(=O)NCCCCCCNC(=O)O*,5.472
*CC1CC1COC(=O)Nc1ccc(C)c(NC(=O)O*)c1,5.1055
*c1ccc2nc3*c4cc5*c6nc7ccc(*)cc7nc6sc5cc4sc3nc2c1,2.4457
*CC(C)(CC)CS*,4.1338
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCC(C)CC,3.3998
*c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,4.6192
*C=CC1CC(*)C2CCCC12,5.5129
*Oc1ccc2cc(C(*)=O)ccc2c1Br,3.7563
*CC(CCl)(CCl)COC(=O)c1cccc(C(=O)O*)c1,4.9168
*c1nc(-c2ccccc2)nc(N(*)CC)n1,4.0578
*Oc1ccc(C(c2ccc(OC(=O)c3ccc(OCCCCCCCCCCOc4ccc(C(*)=O)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,4.1771
*c1cccc(C(=O)Nc2ccc(NC(=O)c3cccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)c3)cc2)c1,2.4291
*OC(COC(*)=O)COC(C)(C)C,6.0478
*OC(C)CCC(C)OC(=O)CCCCC(*)=O,6.4235
*C(C=C1)=CC=C1C(=S)OC(=S)*,2.7748
*C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3C(S4)=CC=C4*,2.857
*C=CC(C)C(*)C,5.3085
*CC=CCOC(=O)NCCCCCCNC(=O)O*,5.818
*CCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,6.1194
*CCCCCCCCCNC(=O)CCCCC(=O)N*,5.7699
*CC(*)OCC(=O)OC,5.3858
*CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,4.0317
*Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,4.2541
*C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc(*)c4c3OCCO4)c3c2OCCO3)S1(=O)=O,1.3578
*C(=O)C(S1)=CC=C1C(S2)=CC=C2C(=S)*,2.0567
*CCCCOC(=O)CCSCCCCCCSCCC(=O)O*,5.0289
*Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC(*)=O)cc3)cc2)cc1Cl,4.6321
*CC(C)(CCC)C(=O)O*,6.6736
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CC3CCC2C3)cc1,4.5567
*NC(CC(*)=O)C(=O)OCCCCCC,5.9232
*Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,3.8344
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,5.8616
*NC(C=C1)=CC=C1OC(S2)=CC=C2*,4.2687
*OC(c1ccc(OC)cc1)C(C)(C)C(*)=O,4.5448
*CC(=O)C(=S)C(C=C1)=CC=C1*,2.6324
*c1ccc(-c2ccc(-c3sc(-c4cc(C(=O)CCCCCCCCCCCC)c(*)s4)cc3C(=O)OCCCCCCCCCCCC)s2)s1,2.5131
*CC(CS(=O)(=O)CC)O*,5.4139
*CC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC(C)O*)c2)CC1,4.7856
*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,5.9171
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,4.8415
*OC(=O)C=CC(=O)OC1COC2C(*)COC12,4.2459
*c1ccc(*)c(C(=O)c2c(F)c(F)c(F)c(F)c2F)c1,3.9946
*c1cc(CCCC)c(*)s1,2.3242
*c1ccc(Sc2ccc(Sc3ccc(Sc4ccc(S(*)=O)cc4)cc3)cc2)cc1,4.2649
*CC(*)C(=O)OCCCOc1ccc(-c2ccc(C#N)cc2)cc1,3.1806
*C#Cc1sc(-c2sc(*)c3c2OCCO3)c2c1OCCO2,1.714
*c1ccc(-c2cc(-c3ccc(CCCCCCCC)cc3)c(*)s2)s1,1.564
*CC(*)C(=O)N(CCC)CCC,5.3291
*CCCCCCCCCCOC(=O)CCCCC(=O)O*,6.5098
*Nc1cc2cccc3c(*)cc4cccc1c4c23,2.4765
*CC(C=C1)=CC=C1OC(S2)=CC=C2*,4.5312
*OC(CCCCCCC=C)CC(*)=O,6.0438
*NNC(=O)C(*)=O,5.0351
*NC(C)C(=O)NCCCCCC(*)=O,5.8215
*C=Cc1ccc(C=Cc2cc(*)nc(-c3ccccc3)n2)cc1,2.736
*CC(*)C(=O)Oc1ccc(*(=O)*)cc1,3.8697
*CC(*)(C)C(=O)Oc1ccc2ccccc2c1,3.5795
*CC(C)(C)COC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,3.8251
*CC(CBr)(CBr)CO*,5.6999
*CCC(C=C1)=CC=C1C(=S)*,2.7148
*CC(*)(C)C(=O)Oc1ccccc1,5.344
*c1ccc(Oc2ccc(-c3cc(-c4ccccc4)c4cc5nc(*)cc(-c6ccccc6)c5cc4n3)cc2)cc1,2.7119
*CCCC(=O)Nc1ccc(NC(=O)CCCOC(=O)c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,3.1592
*CCc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,4.3241
*C(Cl)=C(c1ccccc1)c1ccc(*)cc1,2.8543
C(S1)=CC=C1C(S2)=CC=C2OC(=S),2.5378
*Oc1ccc2c(c1)C(C)(c1ccc(OC(*)=O)cc1)CC2(C)C,4.8509
*Oc1c(C(C)C)cc(*)cc1C(C)C,5.2366
*Cc1ccc(CN(C)C(=O)CCCCC(=O)N(*)C)cc1,5.2834
*c1ccc(-c2cnc3ccc(S(=O)(=O)c4ccc5ncc(*)nc5c4)cc3n2)cc1,3.2921
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)O,5.5354
*CCOCCOC(=O)C1CCC(C(=O)O*)CC1,6.676
*C=CCCCC*,5.6199
*C1C=CC(S(*)(=O)=O)C1,4.7063
*N=C1c2ccccc2C(=Nc2ccc(*)cc2)c2ccccc21,1.8734
*Oc1ccc(C(=O)NNC(=O)c2ccc(*)cc2)cc1,4.3207
*c1nnc(C2CC3(CC(*)C3)C2)o1,5.8846
*C(=O)Nc1ccc(NC(=O)c2ccc(NC(=O)c3ccc(-c4nc5cc(*)ccc5*4)cc3)cc2)cc1,2.7225
*CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO*,5.9069
*CC(*)C(=O)N1CCOCC1,5.4243
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)O*,6.7686
*CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)c(C(=O)OCC=C)c2)cc1,3.2573
*Oc1ccc(-c2ccc(OC(=O)c3cccc(Oc4cccc(C(*)=O)c4)c3)cc2)cc1,3.4375
*OP(=O)(Oc1ccccc1)Oc1c(Br)cc(C(c2cc(Br)c(*)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,3.9587
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccccc2)cc1,3.9212
*CC(C)(C)COC(=O)C1CCC(C(=O)O*)CC1,6.607
*Oc1ccc(OC(=O)Oc2ccc(OC(*)=O)cc2)cc1Cl,5.128
*CC1(CO*)CC2CCC1CC2,5.7352
*c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,3.4482
*CC(C)C(=O)O*,6.562
*Oc1ccc(C(=O)NNC(=O)c2cccc(C(=O)NNC(=O)c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c2)cc1,4.0535
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5c(C(F)(F)F)c4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,2.7665
*NC(=O)C(S1)=CC=C1C(=S)*,2.4802
*CNOC(C=C1)=CC=C1*,4.7514
*CCCSC(=O)CCC(=O)S*,4.8548
*CC(*)c1ccc(Br)cc1,2.235
*Oc1ccc(Cc2ccc(OC(=O)OCC3CCC(COC(*)=O)CC3)cc2)cc1,5.0983
*C1CC(*)(C#N)C1,6.7759
*CCCNC(=O)CCCCCCCC(=O)NCCCNC(=O)C(=O)N*,4.6754
*C=CC(C)CCCCC*,5.4049
*CC(*)(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.3843
*c1cccc(Cc2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,2.593
*NC(CCC(=O)OCc1ccc(F)cc1)C(*)=O,3.7352
*CCCCCCOC(=O)C(CCCCCCOc1ccc(-c2ccc(OCc3ccc(*(=O)*)cc3)cc2)cc1)C(=O)O*,2.4032
