smiles,value
*CC(=O)Oc1ccc(*)s1,1.4534
*Cc1ccc(CO*)cc1,1.6106
*CCC(=O)C(*)=S,3.1911
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,3.0264
*COC(=O)O*,0.7529
*CC(=S)c1ccc(C(*)=S)s1,2.8676
*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,2.7321
*C(=S)Oc1ccc(-c2ccc(*)cc2)s1,2.8418
*CNOC(*)=S,2.5
*COc1ccc(-c2ccc(*)cc2)s1,1.6377
*CCNC(*)=S,1.6837
*Cc1ccc(Cc2ccc(*)cc2)cc1,1.0649
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,2.3374
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,2.6442
*C(=O)c1ccc(OC(*)=S)cc1,3.2631
*CCc1ccc(-c2ccc(*)s2)cc1,1.6982
*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,1.5146
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.8588
*C(=O)c1ccc(Oc2ccc(*)s2)cc1,2.5289
*CNCN*,0.8689
*Oc1ccc(Oc2ccc(*)s2)s1,1.3443
*Oc1ccc(-c2ccc(C(*)=O)s2)s1,2.952
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,2.2298
*CCC(=O)c1ccc(*)s1,2.6933
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.8331
*OC(=S)C(F)(F)C(*)(F)F,3.6605
*Oc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,2.4093
*c1ccc(C(F)(F)CC(*)(F)F)cc1,1.9565
*NC(=S)c1ccc(O*)s1,2.8874
*CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(*)=O,0.7602
*C(=S)OC(=S)c1ccc(*)cc1,3.7508
*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,3.0651
*CC(=O)OC(*)=S,3.1169
*CCOCCOC(=O)O*,0.4954
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.9491
*CC(=O)C(=S)C(*)=O,4.8698
*COCOCCCO*,0.6927
*NC(=S)Nc1ccc(Cc2ccc(*)cc2)cc1,1.379
*OC(F)(F)c1ccc(C(*)(F)F)s1,2.3901
*Cc1ccc(C(=S)c2ccc(*)s2)cc1,3.0211
*c1ccc(NC(F)(F)C(*)(F)F)s1,1.8646
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,1.6696
*CC(=O)Cc1ccc(*)cc1,1.8209
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,3.0398
*Nc1ccc(NC(=O)NONC(*)=O)s1,1.3385
*Cc1ccc(CC(*)=S)s1,2.588
*Cc1ccc(Oc2ccc(*)s2)cc1,1.0627
*OC(F)(F)C(=S)C(*)(F)F,4.3264
*CCCCOC(=O)c1ccc(C(=O)O*)cc1,2.4936
*OC(F)(F)NC(*)(F)F,0.9184
*NC(=O)c1ccc(-c2ccc(*)cc2)cc1,2.3815
*CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,0.9199
*NC(=O)OC(*)=S,3.7701
*Cc1ccc(Nc2ccc(*)s2)cc1,0.9705
*CCON*,0.6058
*OC(F)(F)c1ccc(C(*)(F)F)cc1,2.1427
*Nc1ccc(C(=S)c2ccc(*)cc2)cc1,3.0683
*C(=O)c1ccc(C(=S)c2ccc(*)s2)cc1,3.9759
*CCc1ccc(-c2ccc(*)s2)s1,1.9411
*Cc1ccc(C(=S)O*)cc1,2.8319
*NC(=O)c1ccc(-c2ccc(*)cc2)s1,2.6235
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)s1,2.4773
*Oc1ccc(Cc2ccc(*)cc2)cc1,1.1795
*Oc1ccc(C(F)(F)C(*)(F)F)s1,1.9642
*Nc1ccc(NC(*)=S)s1,2.2133
*CNOc1ccc(*)cc1,0.891
*NC(=S)c1ccc(O*)cc1,2.5935
*CCOC(=O)CCCCCCC(=O)O*,0.8924
*Nc1ccc(-c2ccc(C(*)=O)s2)s1,2.9191
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)cc2)cc1,2.6224
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,4.0693
*NC(=O)C(=S)c1ccc(*)cc1,3.6154
*OC(=S)c1ccc(C(*)=O)s1,4.037
*C(=S)Oc1ccc(-c2ccc(*)s2)s1,3.2944
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,3.7335
*NC(=O)C(=S)c1ccc(*)s1,3.9034
*CC(=O)c1ccc(O*)s1,2.4711
*Cc1ccc(C(=O)c2ccc(*)s2)cc1,2.5375
*C(=O)C(F)(F)NC(*)(F)F,3.7985
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)s1,1.7103
*CCCCCC(=O)O*,0.5062
*CCc1ccc(C(*)=S)s1,3.3272
*Cc1ccc(C(=O)O*)s1,2.358
*CCc1ccc(O*)s1,0.6627
*C(=S)C(F)(F)NC(*)(F)F,4.6097
*CNC(=O)NCOCO*,0.7808
*Cc1ccc(C(=O)c2ccc(*)s2)s1,2.8498
*Cc1ccc(C(=O)C(*)=S)cc1,3.3639
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)cc1,2.9311
*CCCC(*)=O,1.2346
*CNC(=S)N*,1.4813
*CCC(=O)O*,0.7562
*NC(=S)C(=O)O*,4.0646
*Oc1ccc(-c2ccc(C(*)=O)cc2)s1,2.3086
*Oc1ccc(C(=S)c2ccc(*)s2)s1,3.4574
*CO*,0.9897
*CNc1ccc(C(*)=O)s1,2.2797
*OC(=O)OC(*)=O,2.3361
*Oc1ccc(OC(*)=O)cc1,1.4499
*Nc1ccc(C(=O)C(*)=S)cc1,4.0513
*c1ccc(NC(F)(F)C(*)(F)F)cc1,1.524
*Cc1ccc(-c2ccc(O*)cc2)s1,1.4385
*CCOC(=O)NCCOCCOCCNC(=O)O*,0.573
*Cc1ccc(Oc2ccc(*)s2)s1,1.2199
*CCOC(=S)NC(=S)c1ccc(N*)cc1,2.6209
*Cc1ccc(C(=O)N*)cc1,1.8315
*c1cccc(*)n1,2.2143
*Cc1ccc(NC(*)=S)s1,2.0497
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,2.775
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,2.4594
*C(=O)c1ccc(Oc2ccc(*)s2)s1,2.882
*Cc1ccc(OC(*)=S)s1,2.3956
*Cc1ccc(OC(*)=S)cc1,2.2773
*NCNC(=O)OC(=O)NC(*)=O,1.6859
*OCC(=S)c1ccc(C(=S)Cc2ccc(-c3ccc(*)cc3)cc2)s1,3.7067
*NC(=O)C(=S)O*,4.3681
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,3.3503
*CNOc1ccc(*)s1,1.0659
*CCC(=O)OC(=O)Cc1ccc(-c2ccc(*)cc2)cc1,1.5387
*c1ccc(OC(=S)c2ccc(*)s2)cc1,3.1094
*CCCO*,0.5672
*c1ccc(*)s1,2.9681
*C(=S)c1ccc(C(F)(F)C(*)(F)F)cc1,3.9184
*NC(=O)NC(*)=O,2.041
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,1.5312
*C(=O)C(F)(F)C(=O)C(*)(F)F,4.1382
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)cc1,2.3351
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)cc1,2.0599
*CCOC(=O)c1ccc(C(=O)O*)cc1,2.2723
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,2.9754
*Nc1ccc(C(=S)c2ccc(*)cc2)s1,2.9139
*CNCC(*)=O,1.6269
*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1,3.5136
*C(=S)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,3.9365
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,3.453
*CCOC(=O)CCCCC(=O)O*,1.0754
*Nc1ccc(C(=O)O*)s1,2.6486
*NC(=S)NC(*)=S,4.2115
*Cc1ccc(C(=O)O*)cc1,2.2574
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,1.8885
*c1ccc(*)cc1,2.6013
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)cc1,3.8058
*Cc1ccc(C(=S)c2ccc(*)s2)s1,3.3843
*C(=O)NC(F)(F)C(*)(F)F,2.4953
*NC(=S)OC(*)=S,4.0637
*CCC(O*)(C(F)(F)F)C(F)(F)F,0.4911
*CC(=O)c1ccc(C(*)=S)s1,3.6254
*CC(=O)Cc1ccc(*)s1,1.6069
*CNC(=S)c1ccc(*)cc1,2.3012
*CNCc1ccc(*)s1,1.1612
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,2.9023
*CC(=O)CC(*)=O,1.5258
*Cc1ccc(CO*)s1,1.4146
*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,3.6543
*CNC(=O)ONC(=O)NO*,1.4002
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,1.5606
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,2.4129
*NC(=S)Nc1ccc(*)cc1,2.0356
*OC(F)(F)C(=O)C(*)(F)F,3.6501
*NC(=O)C(=S)C(*)=O,5.1781
*C(=S)c1ccc(C(F)(F)C(*)(F)F)s1,4.1828
*c1ccc2oc(-c3ccc4nc(*)oc4c3)nc2c1,3.155
*CNc1ccc(O*)s1,0.8203
*Oc1ccc(C(=S)c2ccc(*)cc2)cc1,3.1315
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,1.7487
*CC(=O)Nc1ccc(*)s1,1.3272
*OC(=O)C(=S)C(*)=O,5.1004
*CNc1ccc(-c2ccc(*)s2)cc1,1.292
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,1.6869
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,2.2798
*Cc1ccc(-c2ccc(N*)s2)s1,1.6017
*C(=O)C(F)(F)CC(*)(F)F,3.352
*Oc1ccc(CC(*)=O)cc1,1.5033
*NC(=O)c1ccc(O*)cc1,2.0709
*CCc1ccc(-c2ccc(*)cc2)cc1,1.482
*NC(=O)c1ccc(C(*)=S)s1,3.7504
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,1.9547
*Cc1ccc(Cc2ccc(*)s2)cc1,0.9966
*Cc1ccc(NO*)s1,1.3873
*Oc1ccc(-c2ccc(C(*)=O)s2)cc1,2.9075
*c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)cc1,3.54
*CC(=O)N*,0.7672
*Cc1ccc(Nc2ccc(*)s2)s1,1.1194
*c1ccc(-c2ccc(C(=S)c3ccc(*)s3)s2)cc1,3.6267
*C(=O)c1ccc(C(=S)c2ccc(*)cc2)cc1,2.9183
*CCCN*,0.5296
*c1ccc(CC(F)(F)C(*)(F)F)s1,1.8781
*Cc1ccc(-c2ccc(C(*)=S)s2)s1,3.2587
*Cc1ccc(NC(*)=S)cc1,2.0656
*C(=O)c1ccc(C(=S)c2ccc(*)s2)s1,4.1286
*CCCc1ccc(*)cc1,0.9937
*CNC(=S)C(*)=O,3.7481
*C(=S)CC(F)(F)C(*)(F)F,3.5657
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,2.6784
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,3.2278
*NC(=O)c1ccc(NC(=S)c2ccc(Nc3ccc(*)cc3)cc2)s1,2.5831
*NC(=O)Nc1ccc(*)s1,1.6045
*CC(=O)C(=S)c1ccc(*)cc1,3.6382
*CNC(=S)O*,1.5976
*NC(=O)c1ccc(-c2ccc(*)s2)cc1,2.1302
*CCc1ccc(O*)cc1,0.7536
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,1.812
*C(=O)c1ccc(C(=O)C(*)=S)s1,4.6396
*OC(=S)Oc1ccc(*)cc1,1.8722
*CCNc1ccc(*)s1,0.6915
*C(=O)c1ccc(NC(=S)Oc2ccc(Nc3ccc(*)s3)s2)s1,2.7059
*c1ccc(C(=O)C(F)(F)C(*)(F)F)s1,3.7613
*OCC(F)(F)C(*)(F)F,0.6148
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)s1,4.1807
*CNc1ccc(N*)cc1,0.54
*Cc1ccc(Cc2ccc(*)s2)s1,1.174
*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,4.1531
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,2.0787
*CC(=S)NO*,2.2076
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,2.4015
*OC(=S)c1ccc(C(*)=O)cc1,3.4955
*C(=O)Oc1ccc(C(*)=S)cc1,3.6938
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)s2)cc1,2.752
*CC(=O)CO*,1.6393
*NOC(=O)O*,1.6985
*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,4.0037
*CCC(=O)c1ccc(*)cc1,2.3583
*CCCC(*)=S,2.3997
*C(F)C(*)(F)F,1.524
*NC(=O)c1ccc(C(*)=O)s1,3.408
*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,2.1082
*CCCCCCC(=O)N*,0.6934
*OC(=O)C(F)(F)C(*)(F)F,2.9195
*CC(O*)C(F)(F)F,0.7546
*Nc1ccc(-c2ccc(C(*)=S)s2)s1,3.3026
*CNc1ccc(-c2ccc(*)cc2)s1,1.6671
